ref_seq,qry_seq,reconstruction_name,vpr_method,recall_at_1,auc,seq_len,time_res,time_bin_type,positive_dist_thresh,patch_or_frame,seq_match_type,runtime
sunset1,sunrise,timeSurface,anyloc-urban,0.4002959674435812,,1,0.25,0,25,frame,modified,0.11130380630493164
sunset1,sunrise,eventCount_noPolarity,mixvpr,0.6415150170143512,,1,0.1,0,25,frame,modified,1.1495089530944824
sunset1,night,eventCount,netvlad,0.04979712283290299,,1,0.25,0,25,frame,modified,0.12078094482421875
sunset1,night,e2vid,mixvpr,0.01696415400501549,,1,0.1,0,25,frame,modified,1.2602005004882812
sunset1,night,e2vid,megaloc,0.025372473816197078,,1,0.1,0,25,frame,modified,0.731071949005127
sunset1,sunrise,eventCount_noPolarity,mixvpr,0.5915951464930452,,1,0.2,0,25,frame,modified,0.21801376342773438
sunset1,sunrise,eventCount_noPolarity,mixvpr,0.6087438970261873,,1,0.15,0,25,frame,modified,0.5123376846313477
sunset1,night,e2vid,mixvpr,0.021022350077450763,,1,0.15,0,25,frame,modified,0.43583083152770996
sunset1,sunrise,timeSurface,mixvpr,0.756566777654458,,1,0.25,0,25,frame,modified,0.12122511863708496
sunset1,night,e2vid,megaloc,0.021830518474813775,,1,0.05,0,25,frame,modified,0.8519158363342285
sunset1,sunrise,eventCount_noPolarity,megaloc,0.6868111546712035,,1,0.05,0,25,frame,modified,0.8506627082824707
sunset1,sunrise,eventCount_noPolarity,mixvpr,0.672608920778164,,1,0.05,0,25,frame,modified,2.1981594562530518
sunset1,sunrise,eventCount_noPolarity,anyloc-urban,0.47999112360381685,,1,0.05,0,25,frame,modified,2.9300894737243652
sunset1,night,e2vid,anyloc-urban,0.01888044841064975,,1,0.05,0,25,frame,modified,2.703331708908081
sunset1,sunrise,timeSurface,cosplace,0.40405385412043204,,1,0.1,0,25,frame,modified,0.4096376895904541
sunset1,sunrise,timeSurface,anyloc-urban,0.4084048535069547,,1,0.2,0,25,frame,modified,0.1376190185546875
sunset1,sunset2,e2vid,megaloc,0.9837236998809051,,1,0.25,0,25,frame,modified,0.13914871215820312
sunset1,sunrise,timeSurface,megaloc,0.7049422906185262,,1,0.2,0,25,frame,modified,0.11928415298461914
sunset1,night,eventCount_noPolarity,megaloc,0.08852821836960531,,1,0.25,0,25,frame,modified,0.11595964431762695
sunset1,sunset2,e2vid,anyloc-urban,0.8741564112743152,,1,0.25,0,25,frame,modified,0.1498117446899414
sunset1,night,eventCount_noPolarity,anyloc-urban,0.040944300995942456,,1,0.25,0,25,frame,modified,0.1267545223236084
sunset1,night,eventCount,megaloc,0.10416051932723518,,1,0.2,0,25,frame,modified,0.10898208618164062
sunset1,sunset2,eventCount,netvlad,0.7820563715760223,,1,0.25,0,25,frame,modified,0.17783522605895996
sunset1,night,eventCount_noPolarity,netvlad,0.02950940612320177,,1,0.25,0,25,frame,modified,0.1938304901123047
sunset1,sunset2,e2vid,mixvpr,0.9872965462485113,,1,0.25,0,25,frame,modified,0.12090253829956055
sunset1,night,eventCount,anyloc-urban,0.060489820005901446,,1,0.2,0,25,frame,modified,0.11159515380859375
sunset1,sunrise,timeSurface,netvlad,0.43711157147084934,,1,0.2,0,25,frame,modified,0.17685151100158691
sunset1,sunset2,e2vid,cosplace,0.927352123858674,,1,0.25,0,25,frame,modified,0.17227482795715332
sunset1,night,eventCount,anyloc-urban,0.06107545917238327,,1,0.15,0,25,frame,modified,0.28879332542419434
sunset1,night,eventCount,netvlad,0.048982000590144584,,1,0.2,0,25,frame,modified,0.18070316314697266
sunset1,night,eventCount,cosplace,0.02471412762818148,,1,0.25,0,25,frame,modified,0.14941644668579102
sunset1,sunrise,timeSurface,megaloc,0.7399023524189969,,1,0.15,0,25,frame,modified,0.4127984046936035
sunset1,sunrise,timeSurface,anyloc-urban,0.4367509986684421,,1,0.15,0,25,frame,modified,0.3834109306335449
sunset1,night,eventCount,megaloc,0.10710334144722283,,1,0.15,0,25,frame,modified,0.48529553413391113
sunset1,sunrise,timeSurface,netvlad,0.44318686196182866,,1,0.15,0,25,frame,modified,0.36299777030944824
sunset1,sunrise,timeSurface,cosplace,0.39863865048831015,,1,0.2,0,25,frame,modified,0.1634526252746582
sunset1,night,eventCount,cosplace,0.01976984361168486,,1,0.2,0,25,frame,modified,0.24611234664916992
sunset1,night,eventCount_noPolarity,netvlad,0.02943129010843107,,1,0.15,0,25,frame,modified,0.43651628494262695
sunset1,night,eventCount,mixvpr,0.059756547399483585,,1,0.25,0,25,frame,modified,0.10856127738952637
sunset1,sunrise,timeSurface,cosplace,0.4050155348424323,,1,0.15,0,25,frame,modified,0.3748762607574463
sunset1,night,eventCount,cosplace,0.020579774286346535,,1,0.15,0,25,frame,modified,0.4033639430999756
sunset1,sunrise,timeSurface,megaloc,0.7575085071756177,,1,0.1,0,25,frame,modified,0.9443504810333252
sunset1,night,eventCount,mixvpr,0.06639126586013573,,1,0.2,0,25,frame,modified,0.20231270790100098
sunset1,sunrise,timeSurface,mixvpr,0.7585084344480616,,1,0.2,0,25,frame,modified,0.30150747299194336
sunset1,sunset2,eventCount,megaloc,0.9559348947995236,,1,0.25,0,25,frame,modified,0.0930333137512207
sunset1,night,eventCount,megaloc,0.10650538427496681,,1,0.1,0,25,frame,modified,1.0720231533050537
sunset1,night,eventCount,cosplace,0.022717214928455524,,1,0.1,0,25,frame,modified,0.9380357265472412
sunset1,night,eventCount,netvlad,0.04204159905590795,,1,0.1,0,25,frame,modified,1.0332813262939453
sunset1,sunrise,timeSurface,mixvpr,0.7707501109631603,,1,0.15,0,25,frame,modified,0.4646484851837158
sunset1,sunrise,timeSurface,netvlad,0.4444444444444444,,1,0.1,0,25,frame,modified,1.3846232891082764
sunset1,night,eventCount,mixvpr,0.066386368665634,,1,0.15,0,25,frame,modified,0.5408809185028076
sunset1,night,timeSurface,megaloc,0.07783105864994468,,1,0.25,0,25,frame,modified,0.1089322566986084
sunset1,sunrise,timeSurface,anyloc-urban,0.47462642402722294,,1,0.1,0,25,frame,modified,1.2360033988952637
sunset1,sunset2,e2vid,megaloc,0.9885677993013655,,1,0.2,0,25,frame,modified,0.18007850646972656
sunset1,night,eventCount,anyloc-urban,0.058415695530314206,,1,0.1,0,25,frame,modified,1.3457963466644287
sunset1,night,eventCount_noPolarity,megaloc,0.09796400118028917,,1,0.2,0,25,frame,modified,0.14194154739379883
sunset1,sunset2,e2vid,anyloc-urban,0.8678945697046682,,1,0.2,0,25,frame,modified,0.15345978736877441
sunset1,sunrise,timeSurface,mixvpr,0.7718597425654683,,1,0.1,0,25,frame,modified,1.0011937618255615
sunset1,night,eventCount,mixvpr,0.05974332497418498,,1,0.1,0,25,frame,modified,0.8277332782745361
sunset1,sunset2,eventCount,anyloc-urban,0.8197697499007542,,1,0.25,0,25,frame,modified,0.11353874206542969
sunset1,night,timeSurface,netvlad,0.047583917373662854,,1,0.25,0,25,frame,modified,0.1389164924621582
sunset1,night,timeSurface,anyloc-urban,0.06270748801180376,,1,0.25,0,25,frame,modified,0.12501740455627441
sunset1,sunset2,e2vid,cosplace,0.9245912049531672,,1,0.1,0,25,frame,modified,0.41815853118896484
sunset1,sunset2,eventCount_noPolarity,netvlad,0.7034537514886859,,1,0.25,0,25,frame,modified,0.14132332801818848
sunset1,night,eventCount,megaloc,0.09395973154362416,,1,0.05,0,25,frame,modified,0.9395298957824707
sunset1,night,eventCount_noPolarity,anyloc-urban,0.04809678371200944,,1,0.2,0,25,frame,modified,0.16075921058654785
sunset1,sunset2,e2vid,netvlad,0.8675770085741505,,1,0.2,0,25,frame,modified,0.13971710205078125
sunset1,night,eventCount_noPolarity,anyloc-urban,0.041823412259349414,,1,0.15,0,25,frame,modified,0.18306350708007812
sunset1,sunset2,eventCount,mixvpr,0.9551409289400555,,1,0.25,0,25,frame,modified,0.13883328437805176
sunset1,sunset2,eventCount,cosplace,0.6585946804287416,,1,0.25,0,25,frame,modified,0.12479901313781738
sunset1,night,eventCount_noPolarity,cosplace,0.022132054592401328,,1,0.25,0,25,frame,modified,0.11110401153564453
sunset1,sunset2,e2vid,anyloc-urban,0.8794951178852107,,1,0.15,0,25,frame,modified,0.15881872177124023
sunset1,sunset2,e2vid,megaloc,0.9876160990712074,,1,0.15,0,25,frame,modified,0.16414189338684082
sunset1,sunrise,timeSurface,megaloc,0.7409571713884163,,1,0.05,0,25,frame,modified,0.9928603172302246
sunset1,night,eventCount_noPolarity,netvlad,0.03098259073473001,,1,0.2,0,25,frame,modified,0.15867185592651367
sunset1,night,eventCount_noPolarity,megaloc,0.09294091613188758,,1,0.15,0,25,frame,modified,0.27982473373413086
sunset1,sunset2,eventCount_noPolarity,megaloc,0.945216355696705,,1,0.25,0,25,frame,modified,0.10666823387145996
sunset1,morning,e2vid,megaloc,0.6457314779992478,,1,0.25,0,25,frame,modified,0.10491418838500977
sunset1,night,timeSurface,megaloc,0.07760401298318088,,1,0.2,0,25,frame,modified,0.10930013656616211
sunset1,night,eventCount_noPolarity,mixvpr,0.04869052010328292,,1,0.25,0,25,frame,modified,0.12335443496704102
sunset1,sunset2,eventCount,megaloc,0.9637980311209908,,1,0.2,0,25,frame,modified,0.10918807983398438
sunset1,sunset2,e2vid,cosplace,0.9263258177199111,,1,0.2,0,25,frame,modified,0.14062905311584473
sunset1,sunset2,e2vid,mixvpr,0.987297554779295,,1,0.2,0,25,frame,modified,0.14816713333129883
sunset1,sunset2,e2vid,netvlad,0.8925934746368183,,1,0.15,0,25,frame,modified,0.22478914260864258
sunset1,night,eventCount_noPolarity,cosplace,0.012983180879315432,,1,0.2,0,25,frame,modified,0.21059131622314453
sunset1,night,eventCount_noPolarity,mixvpr,0.051047506639126584,,1,0.2,0,25,frame,modified,0.15701675415039062
sunset1,night,timeSurface,netvlad,0.04536401858818322,,1,0.15,0,25,frame,modified,0.2215104103088379
sunset1,sunset2,e2vid,megaloc,0.9847594856326402,,1,0.1,0,25,frame,modified,0.28237247467041016
sunset1,sunset2,e2vid,cosplace,0.9259347463681828,,1,0.15,0,25,frame,modified,0.3681473731994629
sunset1,sunset2,e2vid,mixvpr,0.9897594665396523,,1,0.15,0,25,frame,modified,0.2807180881500244
sunset1,night,eventCount_noPolarity,megaloc,0.09485174804543443,,1,0.1,0,25,frame,modified,0.3723750114440918
sunset1,night,eventCount_noPolarity,cosplace,0.0165965921664085,,1,0.15,0,25,frame,modified,0.2939422130584717
sunset1,night,eventCount_noPolarity,anyloc-urban,0.04513940109160643,,1,0.1,0,25,frame,modified,0.7076714038848877
sunset1,sunrise,timeSurface,anyloc-urban,0.49626451660625787,,1,0.05,0,25,frame,modified,3.2399749755859375
sunset1,night,eventCount,anyloc-urban,0.05339626816136883,,1,0.05,0,25,frame,modified,3.5242433547973633
sunset1,sunset2,e2vid,anyloc-urban,0.8758533100492142,,1,0.1,0,25,frame,modified,0.8178107738494873
sunset1,night,eventCount,cosplace,0.020207979939523564,,1,0.05,0,25,frame,modified,2.3045308589935303
sunset1,sunrise,timeSurface,cosplace,0.400177527923663,,1,0.05,0,25,frame,modified,2.4924964904785156
sunset1,sunrise,timeSurface,mixvpr,0.7911088098232117,,1,0.05,0,25,frame,modified,2.0518951416015625
sunset1,night,eventCount,netvlad,0.03451581975071908,,1,0.05,0,25,frame,modified,3.084038257598877
sunset1,night,eventCount,mixvpr,0.04683236226860388,,1,0.05,0,25,frame,modified,1.5645017623901367
sunset1,sunrise,timeSurface,netvlad,0.4782898143353798,,1,0.05,0,25,frame,modified,2.6103975772857666
sunset1,night,eventCount_noPolarity,mixvpr,0.044921442797079,,1,0.15,0,25,frame,modified,0.4411141872406006
sunset1,sunset2,e2vid,netvlad,0.899666613748214,,1,0.1,0,25,frame,modified,0.3927943706512451
sunset1,night,eventCount_noPolarity,netvlad,0.025962531346806313,,1,0.1,0,25,frame,modified,0.6119835376739502
sunset1,night,timeSurface,anyloc-urban,0.055985837574684665,,1,0.15,0,25,frame,modified,0.23308038711547852
sunset1,night,timeSurface,anyloc-urban,0.054293301858955444,,1,0.2,0,25,frame,modified,0.12283563613891602
sunset1,morning,e2vid,netvlad,0.40315908236179016,,1,0.25,0,25,frame,modified,0.11696767807006836
sunset1,sunset2,eventCount_noPolarity,anyloc-urban,0.7943628423977769,,1,0.25,0,25,frame,modified,0.11227202415466309
sunset1,morning,e2vid,anyloc-urban,0.42722828130876267,,1,0.25,0,25,frame,modified,0.13803672790527344
sunset1,sunset2,timeSurface,netvlad,0.7697499007542675,,1,0.25,0,25,frame,modified,0.1203467845916748
sunset1,sunset2,eventCount_noPolarity,mixvpr,0.8876538308852719,,1,0.25,0,25,frame,modified,0.10194540023803711
sunset1,night,eventCount_noPolarity,cosplace,0.01593155332644933,,1,0.1,0,25,frame,modified,0.4029257297515869
sunset1,sunset2,eventCount,netvlad,0.7996189266433789,,1,0.2,0,25,frame,modified,0.1343975067138672
sunset1,sunset2,eventCount_noPolarity,cosplace,0.6069868995633187,,1,0.25,0,25,frame,modified,0.11342835426330566
sunset1,sunset2,eventCount,anyloc-urban,0.8405843124801524,,1,0.2,0,25,frame,modified,0.16840147972106934
sunset1,sunset2,eventCount,anyloc-urban,0.8518694927363658,,1,0.15,0,25,frame,modified,0.2026658058166504
sunset1,sunset2,e2vid,mixvpr,0.99190347674234,,1,0.1,0,25,frame,modified,0.5599930286407471
sunset1,night,timeSurface,cosplace,0.01918111398008115,,1,0.25,0,25,frame,modified,0.11284160614013672
sunset1,night,eventCount_noPolarity,mixvpr,0.04395928603038796,,1,0.1,0,25,frame,modified,0.491565465927124
sunset1,sunset2,eventCount,megaloc,0.962610145272684,,1,0.15,0,25,frame,modified,0.16072893142700195
sunset1,sunset2,timeSurface,megaloc,0.9432314410480349,,1,0.25,0,25,frame,modified,0.17853379249572754
sunset1,morning,eventCount,megaloc,0.6133884919142535,,1,0.25,0,25,frame,modified,0.1304616928100586
sunset1,sunset2,eventCount_noPolarity,megaloc,0.9514131470308034,,1,0.2,0,25,frame,modified,0.12176394462585449
sunset1,morning,e2vid,megaloc,0.674187725631769,,1,0.2,0,25,frame,modified,0.16983437538146973
sunset1,night,timeSurface,megaloc,0.07700818765213543,,1,0.15,0,25,frame,modified,0.17240333557128906
sunset1,sunset2,eventCount,cosplace,0.6075567550404826,,1,0.1,0,25,frame,modified,0.46248435974121094
sunset1,morning,e2vid,anyloc-urban,0.4398315282791817,,1,0.2,0,25,frame,modified,0.13890981674194336
sunset1,sunset2,eventCount,megaloc,0.9645975551674869,,1,0.1,0,25,frame,modified,0.7514867782592773
sunset1,night,timeSurface,netvlad,0.04839185600472116,,1,0.2,0,25,frame,modified,0.22805285453796387
sunset1,sunset2,eventCount,mixvpr,0.9555414417275325,,1,0.2,0,25,frame,modified,0.13376808166503906
sunset1,sunset2,eventCount,cosplace,0.6436964115592252,,1,0.2,0,25,frame,modified,0.14715194702148438
sunset1,night,timeSurface,cosplace,0.020655060489820007,,1,0.2,0,25,frame,modified,0.20616817474365234
sunset1,night,timeSurface,mixvpr,0.06875184420182945,,1,0.2,0,25,frame,modified,0.20139598846435547
sunset1,night,timeSurface,megaloc,0.07965776663224665,,1,0.1,0,25,frame,modified,0.5826234817504883
sunset1,night,timeSurface,mixvpr,0.07893766137956473,,1,0.25,0,25,frame,modified,0.13878631591796875
sunset1,morning,e2vid,anyloc-urban,0.4477780284231897,,1,0.15,0,25,frame,modified,0.20520734786987305
sunset1,morning,e2vid,netvlad,0.45477103541619673,,1,0.15,0,25,frame,modified,0.26499128341674805
sunset1,sunset2,eventCount,anyloc-urban,0.8722019368153675,,1,0.1,0,25,frame,modified,0.7562961578369141
sunset1,night,timeSurface,anyloc-urban,0.056498008555834194,,1,0.1,0,25,frame,modified,0.811896800994873
sunset1,sunset2,eventCount,cosplace,0.6401524172422005,,1,0.15,0,25,frame,modified,0.3039276599884033
sunset1,sunset2,eventCount,mixvpr,0.9523696118123363,,1,0.15,0,25,frame,modified,0.3282966613769531
sunset1,night,timeSurface,mixvpr,0.0699269749944678,,1,0.15,0,25,frame,modified,0.3146507740020752
sunset1,night,timeSurface,cosplace,0.022350077450763443,,1,0.15,0,25,frame,modified,0.41852784156799316
sunset1,morning,eventCount,netvlad,0.292591199699135,,1,0.25,0,25,frame,modified,0.11980247497558594
sunset1,sunset2,eventCount,netvlad,0.809478447249345,,1,0.15,0,25,frame,modified,0.22108149528503418
sunset1,sunset2,timeSurface,anyloc-urban,0.7173481540293767,,1,0.25,0,25,frame,modified,0.1607203483581543
sunset1,sunset2,timeSurface,mixvpr,0.9587137753076618,,1,0.25,0,25,frame,modified,0.14360499382019043
sunset1,sunset2,timeSurface,cosplace,0.6768558951965066,,1,0.25,0,25,frame,modified,0.11530280113220215
sunset1,morning,eventCount,anyloc-urban,0.42760436254230916,,1,0.25,0,25,frame,modified,0.19239139556884766
sunset1,sunset2,eventCount_noPolarity,anyloc-urban,0.8487735175041676,,1,0.15,0,25,frame,modified,0.1554422378540039
sunset1,sunset2,eventCount_noPolarity,megaloc,0.9611812336270541,,1,0.15,0,25,frame,modified,0.18018150329589844
sunset1,daytime,e2vid,netvlad,0.29642730810045986,,1,0.25,0,25,frame,modified,0.12142705917358398
sunset1,sunset2,eventCount_noPolarity,netvlad,0.7056208320101619,,1,0.2,0,25,frame,modified,0.17153406143188477
sunset1,morning,e2vid,cosplace,0.39939827002632566,,1,0.25,0,25,frame,modified,0.10172700881958008
sunset1,sunset2,eventCount_noPolarity,anyloc-urban,0.8281994283899651,,1,0.2,0,25,frame,modified,0.1984851360321045
sunset1,sunset2,eventCount,netvlad,0.804572154310208,,1,0.1,0,25,frame,modified,1.0115759372711182
sunset1,night,eventCount_noPolarity,megaloc,0.06600781768567003,,1,0.05,0,25,frame,modified,1.0392863750457764
sunset1,night,timeSurface,netvlad,0.04720460244873875,,1,0.1,0,25,frame,modified,1.376769781112671
sunset1,daytime,e2vid,megaloc,0.6597099398655819,,1,0.25,0,25,frame,modified,0.1307508945465088
sunset1,morning,eventCount_noPolarity,megaloc,0.5208725084618278,,1,0.25,0,25,frame,modified,0.09744858741760254
sunset1,morning,e2vid,megaloc,0.6801263252876156,,1,0.15,0,25,frame,modified,0.16383576393127441
sunset1,morning,eventCount,megaloc,0.6230445246690735,,1,0.2,0,25,frame,modified,0.15186071395874023
sunset1,night,timeSurface,mixvpr,0.06490632836701578,,1,0.1,0,25,frame,modified,0.4440281391143799
sunset1,sunset2,timeSurface,megaloc,0.952683391552874,,1,0.2,0,25,frame,modified,0.17947912216186523
sunset1,night,eventCount_noPolarity,anyloc-urban,0.03599085478280109,,1,0.05,0,25,frame,modified,2.9416275024414062
sunset1,sunset2,eventCount,mixvpr,0.9547547229719003,,1,0.1,0,25,frame,modified,0.619605541229248
sunset1,morning,eventCount,anyloc-urban,0.43291215403128763,,1,0.2,0,25,frame,modified,0.10905337333679199
sunset1,sunset2,e2vid,megaloc,0.9777760139693626,,1,0.05,0,25,frame,modified,0.7560877799987793
sunset1,sunset2,e2vid,anyloc-urban,0.8292721644574966,,1,0.05,0,25,frame,modified,2.6671996116638184
sunset1,morning,eventCount,anyloc-urban,0.4653733363410783,,1,0.15,0,25,frame,modified,0.15060973167419434
sunset1,night,timeSurface,cosplace,0.019324384127452427,,1,0.1,0,25,frame,modified,0.6569085121154785
sunset1,sunset2,e2vid,cosplace,0.9037225176601318,,1,0.05,0,25,frame,modified,2.3585500717163086
sunset1,night,eventCount_noPolarity,cosplace,0.011357769747031492,,1,0.05,0,25,frame,modified,2.033331871032715
sunset1,sunset2,eventCount_noPolarity,anyloc-urban,0.8625178599777743,,1,0.1,0,25,frame,modified,0.2604999542236328
sunset1,sunset2,eventCount_noPolarity,megaloc,0.9676139069693602,,1,0.1,0,25,frame,modified,0.29717540740966797
sunset1,morning,e2vid,netvlad,0.4335138387484958,,1,0.2,0,25,frame,modified,0.15036845207214355
sunset1,morning,e2vid,megaloc,0.6629568356143781,,1,0.1,0,25,frame,modified,0.3576314449310303
sunset1,sunset2,e2vid,netvlad,0.9157075958409397,,1,0.05,0,25,frame,modified,3.3263654708862305
sunset1,sunset2,eventCount_noPolarity,mixvpr,0.8910765322324548,,1,0.2,0,25,frame,modified,0.1417078971862793
sunset1,morning,e2vid,mixvpr,0.7216998871756299,,1,0.25,0,25,frame,modified,0.14397478103637695
sunset1,morning,e2vid,anyloc-urban,0.4366070085727177,,1,0.1,0,25,frame,modified,0.39511656761169434
sunset1,sunset2,eventCount_noPolarity,cosplace,0.5564375297666296,,1,0.1,0,25,frame,modified,0.4413459300994873
sunset1,morning,e2vid,cosplace,0.4380264741275572,,1,0.2,0,25,frame,modified,0.14560627937316895
sunset1,night,eventCount_noPolarity,netvlad,0.021388007965189172,,1,0.05,0,25,frame,modified,3.439594030380249
sunset1,sunset2,eventCount_noPolarity,cosplace,0.5887583359796761,,1,0.2,0,25,frame,modified,0.21256327629089355
sunset1,morning,e2vid,mixvpr,0.7292418772563177,,1,0.2,0,25,frame,modified,0.1558241844177246
sunset1,morning,eventCount,netvlad,0.30363185201894877,,1,0.15,0,25,frame,modified,0.23257803916931152
sunset1,sunset2,e2vid,mixvpr,0.9919041193745536,,1,0.05,0,25,frame,modified,1.3748598098754883
sunset1,sunset2,timeSurface,anyloc-urban,0.7992379137889973,,1,0.15,0,25,frame,modified,0.18364453315734863
sunset1,sunset2,timeSurface,megaloc,0.962610145272684,,1,0.15,0,25,frame,modified,0.19753074645996094
sunset1,morning,eventCount_noPolarity,netvlad,0.22752914629559984,,1,0.25,0,25,frame,modified,0.1271650791168213
sunset1,sunset2,eventCount_noPolarity,mixvpr,0.9025958561562277,,1,0.15,0,25,frame,modified,0.23200464248657227
sunset1,sunset2,eventCount_noPolarity,cosplace,0.5849011669445106,,1,0.15,0,25,frame,modified,0.23293733596801758
sunset1,night,eventCount_noPolarity,mixvpr,0.02964820414484844,,1,0.05,0,25,frame,modified,1.4552571773529053
sunset1,daytime,eventCount,megaloc,0.4591439688715953,,1,0.25,0,25,frame,modified,0.09744000434875488
sunset1,daytime,e2vid,cosplace,0.2734347364697559,,1,0.25,0,25,frame,modified,0.13666415214538574
sunset1,morning,eventCount_noPolarity,anyloc-urban,0.3505077096652877,,1,0.25,0,25,frame,modified,0.14484381675720215
sunset1,daytime,eventCount,netvlad,0.24655111425539442,,1,0.25,0,25,frame,modified,0.2477419376373291
sunset1,daytime,e2vid,mixvpr,0.5925008843296781,,1,0.25,0,25,frame,modified,0.131317138671875
