ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime,patch_rows,patch_cols
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1865,2575,0.066,0.0065,29.81,1,1
R0_RA0,R0_RN0,e2vid,cosplace,1,timebin,fixed,,0.5,25,frame,modified,1865,2575,0.0263,0.0005,22.63,1,1
R0_RS0,R0_RN0,e2vid,cosplace,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.0949,0.0116,18.99,1,1
R0_RS0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.0874,0.0083,25.84,1,1
R0_FA0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1821,2095,0.4404,0.2114,28.62,1,1
R0_RS0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.1727,0.0265,162.99,1,1
R0_FA0,R0_FN0,timeSurface,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1779,2095,0.0736,0.0049,24.43,1,1
R0_FN0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1821,1779,0.1565,0.0439,21.07,1,1
R0_FA0,R0_FN0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.1377,0.0149,203.55,2,3
R0_RA0,R0_RN0,timeSurface,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1865,2575,0.0466,0.0021,34.04,1,1
R0_RS0,R0_RN0,timeSurface,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.0933,0.0103,26.53,1,1
R0_FA0,R0_FS0,e2vid,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1821,2095,0.4915,0.2296,25.68,1,1
R0_FA0,R0_FN0,e2vid,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1779,2095,0.0247,0.0006,26.09,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1821,2095,0.6172,0.3936,163.98,1,1
R0_FN0,R0_FS0,e2vid,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1821,1779,0.1389,0.0304,20.98,1,1
R0_RA0,R0_RN0,e2vid,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1865,2575,0.0161,0.0002,25.72,1,1
R0_RS0,R0_RN0,e2vid,netvlad,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.0386,0.0017,24.96,1,1
R0_FN0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.2982,0.0849,189.02,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1779,2095,0.1473,0.0182,160.46,1,1
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1821,1779,0.279,0.0728,152.83,1,1
R0_RA0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1865,2575,0.1046,0.0074,236.11,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1865,2575,0.1137,0.0094,181.18,1,1
R0_RS0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1865,2053,0.1432,0.019,207.4,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.1528,0.0205,164.05,1,1
R0_FA0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.6606,0.3885,218.38,2,3
R0_FA0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1821,2095,0.7183,0.5405,163.8,1,1
R0_FA0,R0_FN0,e2vid,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.0393,0.001,194.03,2,3
R0_FA0,R0_FN0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1779,2095,0.1518,0.0204,161.24,1,1
R0_FN0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1821,1779,0.2526,0.0663,153.48,1,1
R0_FN0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.2383,0.0539,190.85,2,3
R0_RA0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1865,2575,0.1105,0.0094,182.23,1,1
R0_RA0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1865,2575,0.0354,0.0009,236.91,2,3
R0_RS0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.1582,0.023,163.96,1,1
R0_RS0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.5,25,patch,modified,1865,2053,0.0579,0.0025,230.93,2,3
R0_FA0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1821,2095,0.8215,0.59,162.92,1,1
R0_FA0,R0_FN0,e2vid,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1779,2095,0.1535,0.0178,162.75,1,1
R0_FN0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1821,1779,0.3191,0.1256,154.09,1,1
R0_RA0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1865,2575,0.1255,0.0112,182.1,1,1
R0_RS0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.5,25,frame,modified,1865,2053,0.1769,0.0286,164.08,1,1
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.6096,0.5157,69.51,2,3
R0_FA0,R0_FS0,e2vid,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.7254,0.6818,79.23,2,3
R0_FA0,R0_FS0,eventCount,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.659,0.5685,81.43,2,3
R0_FA0,R0_FS0,timeSurface,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.743,0.6849,81.37,2,3
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.2192,0.0997,67.55,2,3
R0_FA0,R0_FN0,e2vid,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.1405,0.0497,67.7,2,3
R0_FA0,R0_FN0,timeSurface,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.3097,0.1831,70.11,2,3
R0_FA0,R0_FN0,eventCount,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.2496,0.1339,70.7,2,3
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.24,0.1132,58.8,2,3
R0_FN0,R0_FS0,e2vid,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.1593,0.0719,59.05,2,3
R0_FN0,R0_FS0,timeSurface,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.2921,0.1984,60.33,2,3
R0_FN0,R0_FS0,eventCount,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.2762,0.1769,60.86,2,3
R0_RA0,R0_RN0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2575,0.1775,0.0656,86.58,2,3
R0_RA0,R0_RN0,e2vid,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2575,0.1008,0.0229,86.43,2,3
R0_RA0,R0_RN0,eventCount,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2575,0.2,0.0746,89.46,2,3
R0_RA0,R0_RN0,timeSurface,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2575,0.2295,0.0925,89.52,2,3
R0_RS0,R0_RN0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2053,0.2397,0.1336,69.65,2,3
R0_RS0,R0_RN0,e2vid,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2053,0.1839,0.1056,69.23,2,3
R0_RS0,R0_RN0,eventCount,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2053,0.2702,0.1746,84.8,2,3
R0_RS0,R0_RN0,timeSurface,megaloc,10,timebin,fixed,,0.5,25,patch,modified,1865,2053,0.2826,0.167,86.37,2,3
R0_FA0,R0_FS0,e2vid,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.7326,0.5985,68.86,2,3
R0_FA0,R0_FS0,timeSurface,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.709,0.596,69.63,2,3
R0_FA0,R0_FS0,eventCount,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.6063,0.489,70.74,2,3
R0_FA0,R0_FN0,e2vid,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.1523,0.0417,67.2,2,3
R0_FA0,R0_FN0,timeSurface,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.2254,0.1006,67.98,2,3
R0_FA0,R0_FN0,eventCount,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1779,2095,0.1973,0.0871,68.4,2,3
R0_FN0,R0_FS0,e2vid,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.1686,0.0547,59.18,2,3
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1821,2095,0.5486,0.4231,62.05,2,3
R0_FN0,R0_FS0,timeSurface,cosplace,10,timebin,fixed,,0.5,25,patch,modified,1821,1779,0.2751,0.141,59.41,2,3
