ref_name,qry_name,ensemble_over,vpr_methods,recon_methods,time_strs,seqLen,recall@1_mean,recall@1_max,recall@1_median,recall@1_individual,avg_disagreement
R0_FA0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.6487376509330406,0.5038419319429198,0.6322722283205269,"[0.4698133918770582, 0.43798024149286496, 0.3918770581778266, 0.4643249176728869]",0.06407546252012253
R0_FA0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.6527472527472528,0.5263736263736264,0.6329670329670329,"[0.42527472527472526, 0.44395604395604393, 0.3934065934065934, 0.5417582417582417]",0.06048884615302086
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.5960482985729967,0.4796926454445664,0.58397365532382,"[0.3743139407244786, 0.47200878155872666, 0.43249176728869376, 0.3918770581778266]",0.2295924574136734
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.6893523600439078,0.5828759604829857,0.6838638858397366,"[0.4994511525795829, 0.575192096597146, 0.54006586169045, 0.43029637760702527]",0.1876213103532791
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.5439560439560439,0.44505494505494503,0.5197802197802198,"[0.33516483516483514, 0.34065934065934067, 0.38571428571428573, 0.3934065934065934]",0.21220391988754272
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.5,10,0.6586169045005489,0.5543358946212953,0.6498353457738749,"[0.5323819978046103, 0.4961580680570801, 0.48737650933040616, 0.43798024149286496]",0.17913657426834106
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.7014270032930845,0.6267837541163557,0.6904500548847421,"[0.5246981339187706, 0.6355653128430296, 0.6037321624588364, 0.4522502744237102]",0.18177253007888794
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.5945054945054945,0.5197802197802198,0.5791208791208792,"[0.5186813186813187, 0.3945054945054945, 0.44285714285714284, 0.44395604395604393]",0.16706888377666473
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.25,10,0.7014270032930845,0.6026344676180022,0.6915477497255763,"[0.5192096597145993, 0.6125137211855104, 0.5872667398463227, 0.49176728869374314]",0.17914511263370514
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.7069154774972558,0.6169045005488474,0.6794731064763996,"[0.54006586169045, 0.5883644346871569, 0.5455543358946213, 0.4643249176728869]",0.18171340227127075
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.6805708013172338,0.6608122941822173,0.6509330406147091,"[0.5126234906695939, 0.6410537870472008, 0.5642151481888035, 0.3809001097694841]",0.2495364397764206
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.6673984632272228,0.6026344676180022,0.6377607025246982,"[0.42041712403951703, 0.5949506037321625, 0.5214050493962679, 0.41602634467618005]",0.24074327945709229
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.7296703296703296,0.6285714285714286,0.7241758241758242,"[0.5725274725274725, 0.6285714285714286, 0.5956043956043956, 0.5417582417582417]",0.1820448637008667
R0_FA0,R0_FS0,time,mixvpr,e2vid,"0.1,0.25,0.5,1.0",10,0.6824175824175824,0.634065934065934,0.6758241758241759,"[0.6230769230769231, 0.5989010989010989, 0.5901098901098901, 0.5758241758241758]",0.029745904728770256
R0_FA0,R0_FS0,time,megaloc,e2vid,"0.1,0.25,0.5,1.0",10,0.7,0.6472527472527473,0.6978021978021978,"[0.634065934065934, 0.6406593406593407, 0.6648351648351648, 0.6527472527472528]",0.023784391582012177
R0_FA0,R0_FS0,time,mixvpr,eventCount,"0.1,0.25,0.5,1.0",10,0.6505494505494506,0.5659340659340659,0.6329670329670329,"[0.5461538461538461, 0.5, 0.532967032967033, 0.5186813186813187]",0.044292181730270386
R0_FA0,R0_FS0,time,megaloc,eventCount,"0.1,0.25,0.5,1.0",10,0.6780219780219781,0.6362637362637362,0.6681318681318681,"[0.6571428571428571, 0.5758241758241758, 0.4967032967032967, 0.3945054945054945]",0.028124088421463966
R0_FA0,R0_FS0,time,mixvpr,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.5428571428571428,0.4604395604395604,0.5340659340659341,"[0.5131868131868131, 0.4208791208791209, 0.3747252747252747, 0.33516483516483514]",0.036402810364961624
R0_FA0,R0_FS0,time,megaloc,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.6747252747252748,0.634065934065934,0.6659340659340659,"[0.6417582417582418, 0.5956043956043956, 0.4725274725274725, 0.34065934065934067]",0.030079349875450134
R0_FA0,R0_FS0,time,mixvpr,timeSurface,"0.1,0.25,0.5,1.0",10,0.6472527472527473,0.5604395604395604,0.643956043956044,"[0.5252747252747253, 0.5197802197802198, 0.5406593406593406, 0.5725274725274725]",0.029771028086543083
R0_FA0,R0_FS0,time,megaloc,timeSurface,"0.1,0.25,0.5,1.0",10,0.7329670329670329,0.6681318681318681,0.7362637362637363,"[0.6362637362637362, 0.6131868131868132, 0.5879120879120879, 0.6285714285714286]",0.02569178305566311
R0_FA0,R0_FS0,time,cosplace,eventCount,"0.1,0.25,0.5,1.0",10,0.6120879120879121,0.5769230769230769,0.6054945054945055,"[0.5934065934065934, 0.5406593406593406, 0.4879120879120879, 0.44285714285714284]",0.09527549147605896
R0_FA0,R0_FS0,time,cosplace,e2vid,"0.1,0.25,0.5,1.0",10,0.6923076923076923,0.6593406593406593,0.6868131868131868,"[0.6538461538461539, 0.6428571428571429, 0.634065934065934, 0.5879120879120879]",0.06895712018013
R0_FA0,R0_FS0,time,cosplace,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.5516483516483517,0.5,0.5406593406593406,"[0.5648351648351648, 0.521978021978022, 0.432967032967033, 0.38571428571428573]",0.1180962324142456
R0_FA0,R0_FS0,time,cosplace,timeSurface,"0.1,0.25,0.5,1.0",10,0.6692307692307692,0.610989010989011,0.6505494505494506,"[0.6043956043956044, 0.589010989010989, 0.545054945054945, 0.5956043956043956]",0.0726371631026268
R0_FA0,R0_FS0,time,netvlad,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.5681318681318681,0.4593406593406593,0.5538461538461539,"[0.3813186813186813, 0.4164835164835165, 0.3912087912087912, 0.3934065934065934]",0.03829427808523178
R0_FA0,R0_FS0,time,netvlad,e2vid,"0.1,0.25,0.5,1.0",10,0.6824175824175824,0.5681318681318681,0.6758241758241759,"[0.5538461538461539, 0.5307692307692308, 0.4703296703296703, 0.42527472527472526]",0.027967246249318123
R0_FA0,R0_FS0,time,netvlad,timeSurface,"0.1,0.25,0.5,1.0",10,0.6626373626373626,0.5516483516483517,0.6450549450549451,"[0.45274725274725275, 0.49340659340659343, 0.46593406593406594, 0.5417582417582417]",0.04052376374602318
R0_FA0,R0_FS0,time,netvlad,eventCount,"0.1,0.25,0.5,1.0",10,0.6296703296703297,0.4956043956043956,0.6186813186813187,"[0.5043956043956044, 0.4307692307692308, 0.43846153846153846, 0.44395604395604393]",0.05120686814188957
R0_FA0,R0_FN0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.3359550561797753,0.24157303370786518,0.33146067415730335,"[0.1651685393258427, 0.22696629213483147, 0.22359550561797753, 0.22359550561797753]",0.04745699465274811
R0_FA0,R0_FN0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.32808988764044944,0.2573033707865168,0.30786516853932583,"[0.1651685393258427, 0.16741573033707866, 0.19662921348314608, 0.24943820224719102]",0.05143017694354057
R0_FA0,R0_FN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.24382022471910111,0.21460674157303372,0.23820224719101124,"[0.18651685393258427, 0.18651685393258427, 0.12359550561797752, 0.14269662921348314]",0.23417659103870392
R0_FA0,R0_FN0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.27896512935883017,0.2013498312710911,0.26659167604049494,"[0.11473565804274466, 0.172103487064117, 0.10236220472440945, 0.2204724409448819]",0.056592147797346115
R0_FA0,R0_FN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.20674157303370785,0.19775280898876405,0.19662921348314608,"[0.14606741573033707, 0.1752808988764045, 0.08876404494382023, 0.14157303370786517]",0.2279338836669922
R0_FA0,R0_FN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.44157303370786516,0.36179775280898874,0.43258426966292135,"[0.20898876404494382, 0.36179775280898874, 0.32134831460674157, 0.25842696629213485]",0.03268970176577568
R0_FA0,R0_FN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.2170978627671541,0.16310461192350956,0.2080989876265467,"[0.12148481439820022, 0.14623172103487064, 0.09898762654668167, 0.14960629921259844]",0.2075202912092209
R0_FA0,R0_FN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.21910112359550563,0.14831460674157304,0.21235955056179776,"[0.08651685393258426, 0.09101123595505618, 0.10112359550561797, 0.12808988764044943]",0.0625772699713707
R0_FA0,R0_FN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.1327334083239595,0.08211473565804274,0.12373453318335208,"[0.0359955005624297, 0.06186726659167604, 0.031496062992125984, 0.09673790776152981]",0.0610947422683239
R0_FA0,R0_FN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.21348314606741572,0.11797752808988764,0.20112359550561798,"[0.08314606741573034, 0.11910112359550562, 0.0696629213483146, 0.10561797752808989]",0.08474604040384293
R0_FA0,R0_FN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.43595505617977526,0.31797752808988766,0.38764044943820225,"[0.22359550561797753, 0.3056179775280899, 0.250561797752809, 0.17865168539325843]",0.033979471772909164
R0_FA0,R0_FN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.26741573033707866,0.15393258426966291,0.24831460674157305,"[0.07865168539325842, 0.11685393258426967, 0.09775280898876404, 0.15730337078651685]",0.06851979345083237
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.1,10,0.3146067415730337,0.2101123595505618,0.298876404494382,"[0.1348314606741573, 0.20898876404494382, 0.18876404494382024, 0.08314606741573034]",0.07728398591279984
R0_FA0,R0_FN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.37191011235955057,0.250561797752809,0.31910112359550563,"[0.20561797752808988, 0.20786516853932585, 0.21348314606741572, 0.18876404494382024]",0.03586304187774658
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.25,10,0.3359550561797753,0.2247191011235955,0.3303370786516854,"[0.1651685393258427, 0.22359550561797753, 0.18651685393258427, 0.07865168539325842]",0.07627048343420029
R0_FA0,R0_FN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.2980877390326209,0.2204724409448819,0.2857142857142857,"[0.18672665916760406, 0.1732283464566929, 0.14960629921259844, 0.19010123734533182]",0.03884803131222725
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,1.0,10,0.21372328458942633,0.1608548931383577,0.20584926884139482,"[0.11473565804274466, 0.18672665916760406, 0.12148481439820022, 0.0359955005624297]",0.09528911858797073
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.5,10,0.2932584269662921,0.21235955056179776,0.28876404494382024,"[0.1651685393258427, 0.20561797752808988, 0.14606741573033707, 0.08651685393258426]",0.08158973604440689
R0_FA0,R0_FN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.27303370786516856,0.24831460674157305,0.24382022471910111,"[0.18876404494382024, 0.22359550561797753, 0.12471910112359551, 0.15955056179775282]",0.23865054547786713
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.1,10,0.41797752808988764,0.30786516853932583,0.40337078651685393,"[0.22808988764044943, 0.36179775280898874, 0.22359550561797753, 0.11910112359550562]",0.20834076404571533
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.31797752808988766,0.2696629213483146,0.30674157303370786,"[0.22696629213483147, 0.3056179775280899, 0.18651685393258427, 0.11685393258426967]",0.1994345784187317
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.3471910112359551,0.27752808988764044,0.32808988764044944,"[0.21460674157303372, 0.32134831460674157, 0.12471910112359551, 0.0696629213483146]",0.2611628770828247
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.25,10,0.33146067415730335,0.21910112359550563,0.31797752808988766,"[0.22359550561797753, 0.17865168539325843, 0.14269662921348314, 0.15730337078651685]",0.18628667294979095
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.5,10,0.26853932584269663,0.20449438202247192,0.2651685393258427,"[0.16741573033707866, 0.20786516853932585, 0.1752808988764045, 0.09101123595505618]",0.19339437782764435
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.32808988764044944,0.23146067415730337,0.30112359550561796,"[0.22359550561797753, 0.250561797752809, 0.12359550561797752, 0.09775280898876404]",0.2502935826778412
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.3393258426966292,0.23370786516853934,0.29775280898876405,"[0.24943820224719102, 0.18876404494382024, 0.14157303370786517, 0.12808988764044943]",0.1862126588821411
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.1,10,0.6948408342480791,0.6498353457738749,0.6937431394072447,"[0.6223929747530187, 0.6333699231613611, 0.6542261251372119, 0.5532381997804611]",0.06398037821054459
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.2688413948256468,0.17435320584926883,0.2609673790776153,"[0.172103487064117, 0.1732283464566929, 0.14623172103487064, 0.06186726659167604]",0.17818725109100342
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.26741573033707866,0.21123595505617979,0.24831460674157305,"[0.19662921348314608, 0.21348314606741572, 0.08876404494382023, 0.10112359550561797]",0.24388618767261505
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.3295838020247469,0.19910011248593926,0.31158605174353204,"[0.2204724409448819, 0.19010123734533182, 0.14960629921259844, 0.09673790776152981]",0.18608470261096954
R0_FA0,R0_FN0,time,mixvpr,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.281214848143982,0.2249718785151856,0.2778402699662542,"[0.21484814398200225, 0.22384701912260968, 0.1968503937007874, 0.10236220472440945]",0.03309771418571472
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.19572553430821146,0.13498312710911137,0.1687289088863892,"[0.10236220472440945, 0.14960629921259844, 0.09898762654668167, 0.031496062992125984]",0.22694198787212372
R0_FA0,R0_FN0,time,mixvpr,e2vid,"0.1,0.25,0.5,1.0",10,0.25984251968503935,0.1889763779527559,0.24184476940382452,"[0.13498312710911137, 0.16535433070866143, 0.16535433070866143, 0.11473565804274466]",0.028389712795615196
R0_FA0,R0_FN0,time,mixvpr,timeSurface,"0.1,0.25,0.5,1.0",10,0.33858267716535434,0.24634420697412823,0.3329583802024747,"[0.2047244094488189, 0.2249718785151856, 0.24859392575928008, 0.2204724409448819]",0.025134220719337463
R0_FA0,R0_FN0,time,mixvpr,eventCount,"0.1,0.25,0.5,1.0",10,0.2857142857142857,0.22609673790776152,0.2755905511811024,"[0.22947131608548932, 0.22722159730033745, 0.16760404949381327, 0.172103487064117]",0.03739681467413902
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.349438202247191,0.24382022471910111,0.3404494382022472,"[0.20449438202247192, 0.25842696629213485, 0.15955056179775282, 0.10561797752808989]",0.1915048509836197
R0_FA0,R0_FN0,time,megaloc,e2vid,"0.1,0.25,0.5,1.0",10,0.3925759280089989,0.23622047244094488,0.3700787401574803,"[0.2080989876265467, 0.22384701912260968, 0.20584926884139482, 0.18672665916760406]",0.025303399190306664
R0_FA0,R0_FN0,time,megaloc,timeSurface,"0.1,0.25,0.5,1.0",10,0.3014623172103487,0.26209223847019125,0.2677165354330709,"[0.2575928008998875, 0.17885264341957255, 0.18785151856017998, 0.19010123734533182]",0.02317979373037815
R0_FA0,R0_FN0,time,megaloc,eventCount,"0.1,0.25,0.5,1.0",10,0.3700787401574803,0.3340832395950506,0.36220472440944884,"[0.36220472440944884, 0.3048368953880765, 0.2080989876265467, 0.1732283464566929]",0.027519559487700462
R0_FA0,R0_FN0,time,cosplace,e2vid,"0.1,0.25,0.5,1.0",10,0.2373453318335208,0.20359955005624297,0.23059617547806524,"[0.1889763779527559, 0.18672665916760406, 0.14623172103487064, 0.12148481439820022]",0.0676329955458641
R0_FA0,R0_FN0,time,megaloc,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.35883014623172105,0.30371203599550056,0.3532058492688414,"[0.3228346456692913, 0.2508436445444319, 0.2125984251968504, 0.14960629921259844]",0.029868118464946747
R0_FA0,R0_FN0,time,cosplace,eventCount,"0.1,0.25,0.5,1.0",10,0.25196850393700787,0.2215973003374578,0.2452193475815523,"[0.22384701912260968, 0.18672665916760406, 0.17547806524184478, 0.14623172103487064]",0.09003931283950806
R0_FA0,R0_FN0,time,netvlad,e2vid,"0.1,0.25,0.5,1.0",10,0.14960629921259844,0.09898762654668167,0.13160854893138357,"[0.08323959505061868, 0.07874015748031496, 0.08661417322834646, 0.0359955005624297]",0.02581249363720417
R0_FA0,R0_FN0,time,cosplace,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.16422947131608548,0.14623172103487064,0.14173228346456693,"[0.12485939257592801, 0.12373453318335208, 0.08886389201349831, 0.09898762654668167]",0.11152514070272446
R0_FA0,R0_FN0,time,netvlad,eventCount,"0.1,0.25,0.5,1.0",10,0.1856017997750281,0.140607424071991,0.1766029246344207,"[0.11923509561304838, 0.11698537682789652, 0.09111361079865017, 0.06186726659167604]",0.049389392137527466
R0_FA0,R0_FN0,time,cosplace,timeSurface,"0.1,0.25,0.5,1.0",10,0.17097862767154107,0.16760404949381327,0.1687289088863892,"[0.1597300337457818, 0.14285714285714285, 0.14173228346456693, 0.14960629921259844]",0.06431958824396133
R0_FA0,R0_FN0,time,netvlad,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.18335208098987626,0.08998875140607424,0.172103487064117,"[0.06974128233970754, 0.09786276715410573, 0.10236220472440945, 0.031496062992125984]",0.03835655376315117
R0_FN0,R0_FS0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.31394072447859495,0.2535675082327113,0.29857299670691545,"[0.14050493962678376, 0.18111964873765093, 0.1778265642151482, 0.27332601536772777]",0.046773914247751236
R0_FA0,R0_FN0,time,netvlad,timeSurface,"0.1,0.25,0.5,1.0",10,0.2373453318335208,0.1529808773903262,0.21147356580427445,"[0.10573678290213723, 0.15748031496062992, 0.12823397075365578, 0.09673790776152981]",0.03604666516184807
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.25,10,0.7135016465422612,0.6531284302963776,0.7058177826564215,"[0.5982436882546652, 0.6399560922063666, 0.6421514818880352, 0.531284302963776]",0.058341603726148605
R0_FN0,R0_FS0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.2802197802197802,0.23846153846153847,0.2692307692307692,"[0.11098901098901098, 0.15934065934065933, 0.11978021978021978, 0.24615384615384617]",0.053648728877305984
R0_FN0,R0_FS0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.32491767288693746,0.24588364434687157,0.3062568605927552,"[0.132821075740944, 0.21514818880351264, 0.2052689352360044, 0.25466520307354557]",0.0443686880171299
R0_FN0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.4489571899012075,0.32711306256860595,0.43249176728869376,"[0.17233809001097694, 0.3413830954994512, 0.30954994511525796, 0.283205268935236]",0.03234495222568512
R0_FN0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.34395604395604396,0.2164835164835165,0.3142857142857143,"[0.14065934065934066, 0.17802197802197803, 0.13406593406593406, 0.23736263736263735]",0.03767290338873863
R0_FN0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.4270032930845225,0.3062568605927552,0.38748627881448955,"[0.22283205268935236, 0.287596048298573, 0.24807903402854006, 0.23600439077936333]",0.033461201936006546
R0_FN0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.2524698133918771,0.2074643249176729,0.2283205268935236,"[0.2052689352360044, 0.19538968166849616, 0.09330406147091108, 0.16245883644346873]",0.24480050802230835
R0_FN0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.3973655323819978,0.2524698133918771,0.36223929747530187,"[0.19209659714599342, 0.2305159165751921, 0.19978046103183314, 0.22941822173435786]",0.03494905307888985
R0_FN0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.2689352360043908,0.2217343578485181,0.25466520307354557,"[0.19978046103183314, 0.1964873765093304, 0.13721185510428102, 0.18111964873765093]",0.2455449253320694
R0_FN0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.23161361141602635,0.20087815587266739,0.22283205268935236,"[0.141602634467618, 0.17233809001097694, 0.09989023051591657, 0.2030735455543359]",0.24132536351680756
