ref_name,qry_name,ensemble_over,vpr_methods,recon_methods,time_strs,seqLen,recall@1
R0_FN0,R0_FS0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.2556287753981329
R0_FA0,R0_FS0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.6979681493684788
R0_FN0,R0_FS0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.34102141680395387
R0_FA0,R0_FN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.11239743733842869
R0_FA0,R0_FS0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.5585328354930815
R0_FA0,R0_FS0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,20,0.7443712246018671
R0_FA0,R0_FN0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.1405283867341203
R0_FA0,R0_FS0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.6414058209774849
R0_FA0,R0_FS0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,20,0.7311916529379462
R0_FA0,R0_FN0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.11776278808319281
R0_FA0,R0_FS0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.6781987918725975
R0_FA0,R0_FN0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.16919617762788083
R0_FA0,R0_FS0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,20,0.7084019769357496
R0_FA0,R0_FN0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.18718381112984822
R0_FA0,R0_FN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.22540753232152894
R0_FA0,R0_FS0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.6479956068094453
R0_RA0,R0_RN0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.051999571137557626
R0_RA0,R0_RN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.07312104642435939
R0_RS0,R0_RN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.10882384475179586
R0_RS0,R0_RN0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.1521389514313284
R0_FA0,R0_FN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,20,0.4319842608206858
R0_RA0,R0_RN0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.08834566312855152
R0_RS0,R0_RN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.21790404717233985
R0_RS0,R0_RN0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.23907799517555614
R0_RA0,R0_RN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.16215491825247924
R0_RA0,R0_RN0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.10613776467435004
R0_RS0,R0_RN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.2970509383378016
R0_RS0,R0_RN0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.2991957104557641
R0_RA0,R0_RN0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.24986595174262735
R0_RA0,R0_RN0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.1415549597855228
R0_RS0,R0_RN0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.08512919481076445
R0_RA0,R0_RN0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.16054677030286787
R0_RA0,R0_RN0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.20160857908847185
R0_RS0,R0_RN0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.16269096756901635
R0_FA0,R0_FS0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,20,0.6809795739073139
R0_FN0,R0_FS0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.14023720623764552
R0_FA0,R0_FS0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.5719305952119481
R0_FA0,R0_FS0,recon,megaloc,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,20,0.7204041291456182
R0_FA0,R0_FN0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.12903225806451613
R0_FN0,R0_FS0,recon,mixvpr,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.22899505766062603
R0_RS0,R0_RN0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.10003216468317787
R0_RA0,R0_RN0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.058861370215503375
R0_RS0,R0_RN0,recon,cosplace,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,20,0.16071620027876057
R0_RA0,R0_RN0,recon,netvlad,"RGB_camera,e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,20,0.13155355419749115
