ref_name,qry_name,ensemble_over,vpr_methods,recon_methods,time_strs,seqLen,recall@1
sunset1,night,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.040778654136600104
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.7315859323158593
sunset1,sunrise,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.7725613802256138
sunset1,night,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.03540862560832354
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.957943099487542
sunset1,sunrise,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.7466821499668215
sunset1,sunset2,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.8886729104081993
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.25,10,0.9440066362505185
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.1,10,0.9544089061671673
sunset1,night,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.10952580780528745
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.8884280381584405
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.5,10,0.9410788381742738
sunset1,sunrise,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.9149730402322688
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,1.0,10,0.893687707641196
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.9103734439834025
sunset1,night,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.078052874527906
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.25,10,0.9854175872735307
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.8538205980066446
sunset1,sunrise,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.9136929460580913
sunset1,sunset2,patch,mixvpr,e2vid,1.0,10,0.9752212389380531
sunset1,daytime,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.5400343374434212
sunset1,sunrise,patch,megaloc,e2vid,1.0,10,0.8338870431893688
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.986737400530504
sunset1,sunrise,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.8853820598006644
sunset1,sunrise,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.9220240564081295
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.9769911504424779
sunset1,sunset2,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.9730446310207689
sunset1,sunset2,patch,megaloc,eventCount,1.0,10,0.9628318584070796
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.9858594785682722
sunset1,sunset2,patch,mixvpr,timeSurface,1.0,10,0.9716814159292035
sunset1,sunrise,patch,mixvpr,eventCount_noPolarity,1.0,10,0.8388704318936877
sunset1,sunrise,patch,netvlad,eventCount_noPolarity,1.0,10,0.8338870431893688
sunset1,sunset2,patch,cosplace,eventCount_noPolarity,1.0,10,0.9646017699115044
sunset1,sunrise,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.9344398340248963
sunset1,daytime,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.38239425628219137
sunset1,sunset2,patch,netvlad,timeSurface,1.0,10,0.9752212389380531
sunset1,sunrise,patch,cosplace,eventCount,1.0,10,0.8056478405315615
sunset1,sunset2,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.9814323607427056
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.3208990167004838
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.5,10,0.9840848806366048
sunset1,sunrise,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.8903654485049833
sunset1,sunrise,patch,megaloc,timeSurface,1.0,10,0.8903654485049833
sunset1,sunset2,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.9769911504424779
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.9752212389380531
sunset1,sunset2,patch,cosplace,e2vid,1.0,10,0.9575221238938053
sunset1,sunrise,patch,netvlad,e2vid,1.0,10,0.8903654485049833
sunset1,morning,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.6959607909413554
sunset1,sunset2,patch,netvlad,eventCount,1.0,10,0.968141592920354
sunset1,daytime,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.7327350760827156
sunset1,daytime,patch,megaloc,eventCount_noPolarity,1.0,10,0.5703125
sunset1,daytime,patch,mixvpr,eventCount,1.0,10,0.64375
sunset1,morning,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.7412540138583742
sunset1,daytime,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.6582130316035896
sunset1,daytime,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.7728337236533958
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.5138509559110418
sunset1,daytime,patch,cosplace,timeSurface,1.0,10,0.59375
sunset1,daytime,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.825
sunset1,morning,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.741085009295251
sunset1,daytime,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.7041373926619828
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.5815768930523029
sunset1,daytime,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.7390625
sunset1,morning,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.8567807351077313
sunset1,daytime,patch,megaloc,e2vid,1.0,10,0.49375
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.6109375
sunset1,morning,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.8875739644970414
sunset1,daytime,patch,netvlad,eventCount_noPolarity,1.0,10,0.51875
sunset1,daytime,patch,cosplace,eventCount,1.0,10,0.484375
sunset1,morning,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.8646362098138748
sunset1,morning,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.8986058301647655
sunset1,morning,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.8905787917194762
sunset1,morning,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.9070160608622148
sunset1,morning,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.8764805414551607
sunset1,morning,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.9171597633136095
sunset1,morning,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.8917089678510999
sunset1,morning,patch,mixvpr,eventCount_noPolarity,1.0,10,0.8595600676818951
sunset1,morning,patch,megaloc,e2vid,1.0,10,0.8291032148900169
sunset1,morning,patch,cosplace,eventCount,1.0,10,0.8494077834179357
sunset1,morning,patch,megaloc,timeSurface,1.0,10,0.8815566835871405
sunset1,morning,patch,netvlad,eventCount_noPolarity,1.0,10,0.8544839255499154
sunset1,morning,patch,netvlad,e2vid,1.0,10,0.8477157360406091
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.1,10,0.7833443928334439
sunset1,sunset2,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.9623608411380102
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.811877903118779
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.938858455557519
sunset1,sunset2,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.9475172291924369
sunset1,sunrise,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.6285666887856669
sunset1,sunset2,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.9840919133893062
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.916632102861883
sunset1,sunset2,patch,mixvpr,eventCount,1.0,10,0.9752212389380531
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.25,10,0.9427623392783078
sunset1,sunset2,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.9849690539345711
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.1,10,0.5877945996566256
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.5,10,0.9095435684647303
sunset1,sunset2,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.9769911504424779
sunset1,sunset2,patch,megaloc,eventCount_noPolarity,1.0,10,0.9699115044247788
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.9836500220945648
sunset1,sunset2,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.9836500220945648
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.8754152823920266
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.9394190871369295
sunset1,sunset2,patch,cosplace,timeSurface,1.0,10,0.9734513274336283
sunset1,sunset2,patch,megaloc,e2vid,1.0,10,0.9575221238938053
sunset1,sunrise,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.8953488372093024
sunset1,sunrise,patch,megaloc,eventCount,1.0,10,0.8654485049833887
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.9849690539345711
sunset1,sunset2,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.9840848806366048
sunset1,sunrise,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.836167565325591
sunset1,sunrise,patch,mixvpr,e2vid,1.0,10,0.8853820598006644
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.9769911504424779
sunset1,sunset2,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.9769911504424779
sunset1,sunset2,patch,cosplace,eventCount,1.0,10,0.9699115044247788
sunset1,sunrise,patch,netvlad,timeSurface,1.0,10,0.8737541528239202
sunset1,sunrise,patch,mixvpr,timeSurface,1.0,10,0.8754152823920266
sunset1,sunrise,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.8904564315352697
sunset1,sunrise,patch,cosplace,eventCount_noPolarity,1.0,10,0.7956810631229236
sunset1,daytime,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.5520524426408615
sunset1,sunrise,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.867109634551495
sunset1,sunrise,patch,netvlad,eventCount,1.0,10,0.8322259136212624
sunset1,sunrise,patch,cosplace,e2vid,1.0,10,0.8205980066445183
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.25,10,0.7331252438548576
sunset1,sunset2,patch,netvlad,eventCount_noPolarity,1.0,10,0.9716814159292035
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.4858748244108007
sunset1,morning,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.7909413554165963
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.5,10,0.7611241217798594
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,1.0,10,0.7640625
sunset1,daytime,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.7331252438548576
sunset1,daytime,patch,mixvpr,eventCount_noPolarity,1.0,10,0.475
sunset1,daytime,patch,megaloc,timeSurface,1.0,10,0.8375
sunset1,daytime,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.7626854020296643
sunset1,morning,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.25,10,0.9146599070553443
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.25,10,0.7120561841591885
sunset1,daytime,patch,netvlad,e2vid,1.0,10,0.6140625
sunset1,daytime,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.7796875
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.7595628415300546
sunset1,daytime,patch,mixvpr,e2vid,1.0,10,0.8234375
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.8046875
sunset1,daytime,patch,megaloc,eventCount,1.0,10,0.6234375
sunset1,daytime,patch,netvlad,timeSurface,1.0,10,0.7375
sunset1,daytime,patch,cosplace,eventCount_noPolarity,1.0,10,0.325
sunset1,sunset2,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.9621841314719916
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.1,10,0.9643046474642163
sunset1,sunrise,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.8346051758460518
sunset1,sunset2,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.9871851524524967
sunset1,sunset2,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.25,10,0.9840919133893062
sunset1,sunrise,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.9311489008710079
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.7296703296703296
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.1,10,0.446386764476354
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.5886875343218012
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.5439560439560439
R0_FA0,R0_FS0,patch,mixvpr,e2vid,1.0,10,0.6648351648351648
sunset1,daytime,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.22928047448103636
R0_FA0,R0_FS0,patch,megaloc,eventCount,1.0,10,0.5274725274725275
sunset1,daytime,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.6445571595786188
R0_FA0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.6781987918725975
R0_FA0,R0_FS0,patch,cosplace,eventCount_noPolarity,1.0,10,0.5010989010989011
R0_FA0,R0_FS0,patch,megaloc,e2vid,1.0,10,0.6714285714285714
R0_FA0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.6527472527472528
R0_FA0,R0_FS0,patch,netvlad,timeSurface,1.0,10,0.6901098901098901
R0_FA0,R0_FS0,patch,cosplace,eventCount,1.0,10,0.589010989010989
sunset1,daytime,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.44518142801404603
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.6902800658978583
R0_FA0,R0_FN0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.27896512935883017
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.2692523889825745
R0_FA0,R0_FS0,patch,netvlad,eventCount_noPolarity,1.0,10,0.5175824175824176
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.3295838020247469
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.5,10,0.686436024162548
R0_FA0,R0_FN0,patch,mixvpr,e2vid,1.0,10,0.20359955005624297
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.5945054945054945
R0_FA0,R0_FN0,patch,mixvpr,eventCount,1.0,10,0.19797525309336333
R0_FA0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.6479956068094453
R0_FA0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.6957715540911587
R0_FA0,R0_FS0,patch,mixvpr,timeSurface,1.0,10,0.689010989010989
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.1849353569421023
R0_FA0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.6505494505494506
R0_FA0,R0_FS0,patch,cosplace,e2vid,1.0,10,0.6494505494505495
R0_FA0,R0_FN0,patch,megaloc,eventCount_noPolarity,1.0,10,0.22384701912260968
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.21135469364811693
R0_FA0,R0_FN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.1405283867341203
R0_FA0,R0_FS0,patch,netvlad,eventCount,1.0,10,0.5703296703296703
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.19572553430821146
R0_FA0,R0_FN0,patch,megaloc,eventCount,1.0,10,0.21597300337457817
