ref_name,qry_name,ensemble_over,vpr_methods,recon_methods,time_strs,seqLen,recall@1
R0_FA0,R0_FN0,time,mixvpr,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.281214848143982
R0_FN0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,1.0,10,0.21428571428571427
R0_FA0,R0_FS0,patch,megaloc,e2vid,1.0,10,0.6714285714285714
R0_FA0,R0_FS0,patch,mixvpr,timeSurface,0.5,10,0.6615384615384615
R0_FA0,R0_FN0,patch,megaloc,eventCount,0.5,10,0.29133858267716534
R0_FA0,R0_FN0,patch,mixvpr,eventCount,1.0,10,0.19797525309336333
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.3295838020247469
R0_FA0,R0_FN0,patch,mixvpr,e2vid,0.5,10,0.26659167604049494
R0_FA0,R0_FS0,patch,cosplace,eventCount,1.0,10,0.589010989010989
R0_FA0,R0_FS0,patch,netvlad,eventCount_noPolarity,1.0,10,0.5175824175824176
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.2677165354330709
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.5,10,0.7098901098901099
R0_FA0,R0_FN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.21934758155230596
R0_FA0,R0_FS0,patch,netvlad,eventCount,0.5,10,0.6021978021978022
R0_FA0,R0_FS0,patch,cosplace,e2vid,0.5,10,0.6714285714285714
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.5945054945054945
R0_FA0,R0_FN0,patch,mixvpr,timeSurface,0.1,10,0.3610798650168729
R0_FA0,R0_FS0,patch,megaloc,eventCount_noPolarity,0.1,10,0.6758241758241759
R0_FA0,R0_FS0,time,megaloc,eventCount,"0.1,0.25,0.5,1.0",10,0.6780219780219781
R0_FA0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.6505494505494506
R0_FA0,R0_FN0,patch,megaloc,e2vid,0.25,10,0.19572553430821146
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.31833520809898763
R0_FA0,R0_FS0,time,mixvpr,e2vid,"0.1,0.25,0.5,1.0",10,0.6824175824175824
R0_FA0,R0_FS0,patch,megaloc,timeSurface,0.25,10,0.6835164835164835
R0_FA0,R0_FS0,patch,mixvpr,eventCount_noPolarity,0.25,10,0.6032967032967033
R0_FA0,R0_FS0,patch,cosplace,timeSurface,0.1,10,0.6780219780219781
R0_FA0,R0_FN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.2440944881889764
R0_FA0,R0_FS0,patch,mixvpr,eventCount,0.1,10,0.6637362637362637
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.1,10,0.31496062992125984
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.7021978021978021
R0_FA0,R0_FS0,patch,netvlad,e2vid,0.25,10,0.6054945054945055
R0_FA0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.7076923076923077
R0_FA0,R0_FS0,time,cosplace,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.5516483516483517
R0_FA0,R0_FS0,time,netvlad,timeSurface,"0.1,0.25,0.5,1.0",10,0.6626373626373626
R0_FA0,R0_FN0,time,cosplace,e2vid,"0.1,0.25,0.5,1.0",10,0.2373453318335208
R0_FA0,R0_FN0,patch,cosplace,eventCount,0.25,10,0.24634420697412823
R0_FA0,R0_FS0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.676923076923077
R0_FA0,R0_FN0,time,netvlad,eventCount,"0.1,0.25,0.5,1.0",10,0.1856017997750281
R0_FA0,R0_FN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.4420697412823397
R0_FA0,R0_FN0,time,mixvpr,timeSurface,"0.1,0.25,0.5,1.0",10,0.33858267716535434
R0_FA0,R0_FN0,patch,megaloc,eventCount,1.0,10,0.21597300337457817
R0_FA0,R0_FS0,patch,cosplace,e2vid,1.0,10,0.6494505494505495
R0_FA0,R0_FS0,patch,mixvpr,timeSurface,1.0,10,0.689010989010989
R0_FA0,R0_FN0,patch,mixvpr,e2vid,1.0,10,0.20359955005624297
R0_FA0,R0_FS0,patch,netvlad,eventCount,1.0,10,0.5703296703296703
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.19572553430821146
R0_FA0,R0_FN0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.3025871766029246
R0_FA0,R0_FN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.1327334083239595
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,1.0,10,0.7153846153846154
R0_FA0,R0_FS0,patch,megaloc,eventCount_noPolarity,0.25,10,0.6307692307692307
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.5,10,0.2688413948256468
R0_FA0,R0_FS0,patch,megaloc,timeSurface,0.5,10,0.6626373626373626
R0_FA0,R0_FN0,patch,mixvpr,timeSurface,0.25,10,0.2879640044994376
R0_FA0,R0_FN0,patch,megaloc,e2vid,0.5,10,0.2125984251968504
R0_FA0,R0_FS0,patch,mixvpr,eventCount_noPolarity,0.5,10,0.48131868131868133
R0_FA0,R0_FN0,patch,mixvpr,eventCount_noPolarity,0.1,10,0.30033745781777277
R0_FA0,R0_FN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.20697412823397077
R0_FA0,R0_FN0,patch,cosplace,eventCount,0.5,10,0.2125984251968504
R0_FA0,R0_FS0,patch,netvlad,e2vid,0.5,10,0.6351648351648351
R0_FA0,R0_FS0,patch,mixvpr,eventCount,0.25,10,0.6461538461538462
R0_FA0,R0_FS0,time,megaloc,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.6747252747252748
R0_FA0,R0_FS0,patch,cosplace,timeSurface,0.25,10,0.6450549450549451
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.25,10,0.3363329583802025
R0_FA0,R0_FS0,patch,netvlad,timeSurface,0.1,10,0.6846153846153846
R0_FA0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.689010989010989
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.1,10,0.6813186813186813
R0_FA0,R0_FN0,time,cosplace,eventCount,"0.1,0.25,0.5,1.0",10,0.25196850393700787
R0_FA0,R0_FN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.43532058492688414
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.25,10,0.7021978021978021
R0_FN0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.1,10,0.3934065934065934
R0_FA0,R0_FS0,time,mixvpr,eventCount,"0.1,0.25,0.5,1.0",10,0.6505494505494506
R0_FA0,R0_FS0,time,cosplace,timeSurface,"0.1,0.25,0.5,1.0",10,0.6692307692307692
R0_FA0,R0_FN0,time,netvlad,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.18335208098987626
R0_FA0,R0_FS0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.6472527472527473
R0_FA0,R0_FS0,patch,mixvpr,e2vid,0.1,10,0.6725274725274726
R0_FA0,R0_FS0,patch,megaloc,eventCount,0.1,10,0.7043956043956044
R0_FA0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.6527472527472528
R0_FN0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.23186813186813188
R0_FN0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.42637362637362636
R0_FA0,R0_FN0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.3363329583802025
R0_FA0,R0_FN0,time,megaloc,e2vid,"0.1,0.25,0.5,1.0",10,0.3925759280089989
R0_FA0,R0_FN0,time,mixvpr,e2vid,"0.1,0.25,0.5,1.0",10,0.25984251968503935
R0_FA0,R0_FS0,patch,cosplace,eventCount,0.1,10,0.6428571428571429
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.2688413948256468
R0_FA0,R0_FS0,patch,megaloc,eventCount_noPolarity,0.5,10,0.5934065934065934
R0_FA0,R0_FS0,patch,netvlad,eventCount_noPolarity,0.1,10,0.656043956043956
R0_FA0,R0_FS0,patch,megaloc,timeSurface,1.0,10,0.6879120879120879
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.3498312710911136
R0_FA0,R0_FS0,patch,mixvpr,eventCount_noPolarity,1.0,10,0.45054945054945056
R0_FA0,R0_FS0,patch,netvlad,e2vid,1.0,10,0.5648351648351648
R0_FA0,R0_FS0,patch,cosplace,eventCount_noPolarity,0.1,10,0.6516483516483517
R0_FA0,R0_FN0,patch,megaloc,e2vid,1.0,10,0.14173228346456693
R0_FA0,R0_FS0,patch,megaloc,e2vid,0.1,10,0.667032967032967
R0_FA0,R0_FN0,patch,cosplace,eventCount,1.0,10,0.20359955005624297
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.1,10,0.7054945054945055
R0_FA0,R0_FN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.2170978627671541
R0_FA0,R0_FS0,patch,mixvpr,eventCount,0.5,10,0.6186813186813187
R0_FA0,R0_FN0,patch,mixvpr,timeSurface,0.5,10,0.3340832395950506
R0_FA0,R0_FS0,patch,cosplace,timeSurface,0.5,10,0.6505494505494506
R0_FA0,R0_FN0,patch,megaloc,eventCount_noPolarity,0.1,10,0.3217097862767154
R0_FA0,R0_FS0,patch,netvlad,timeSurface,0.25,10,0.6593406593406593
R0_FA0,R0_FN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.5,10,0.29358830146231724
R0_FN0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.37362637362637363
R0_FA0,R0_FN0,patch,mixvpr,eventCount,0.1,10,0.3464566929133858
R0_FA0,R0_FN0,patch,mixvpr,eventCount_noPolarity,0.25,10,0.29471316085489313
R0_FA0,R0_FN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.37232845894263217
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.6681318681318681
R0_FA0,R0_FS0,time,megaloc,timeSurface,"0.1,0.25,0.5,1.0",10,0.7329670329670329
R0_FA0,R0_FN0,time,cosplace,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.16422947131608548
R0_FA0,R0_FS0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.6681318681318681
R0_FA0,R0_FS0,patch,mixvpr,e2vid,0.25,10,0.6692307692307692
R0_FA0,R0_FN0,time,netvlad,timeSurface,"0.1,0.25,0.5,1.0",10,0.2373453318335208
R0_FA0,R0_FS0,time,mixvpr,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.5428571428571428
R0_FA0,R0_FS0,patch,megaloc,eventCount,0.25,10,0.6780219780219781
R0_FA0,R0_FS0,time,netvlad,e2vid,"0.1,0.25,0.5,1.0",10,0.6824175824175824
R0_FA0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.6615384615384615
R0_FA0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.6857142857142857
R0_FA0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.7076923076923077
R0_FN0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.24945054945054945
R0_FN0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.3967032967032967
R0_FA0,R0_FS0,patch,cosplace,eventCount_noPolarity,0.25,10,0.6010989010989011
R0_FA0,R0_FN0,time,megaloc,eventCount,"0.1,0.25,0.5,1.0",10,0.3700787401574803
R0_FN0,R0_FS0,patch,cosplace,eventCount_noPolarity,1.0,10,0.12857142857142856
R0_FN0,R0_FS0,patch,megaloc,e2vid,0.5,10,0.16483516483516483
R0_FN0,R0_FS0,patch,mixvpr,e2vid,1.0,10,0.1945054945054945
R0_FN0,R0_FS0,patch,cosplace,eventCount,0.5,10,0.2076923076923077
R0_FN0,R0_FS0,patch,megaloc,eventCount,1.0,10,0.2549450549450549
R0_FN0,R0_FS0,patch,mixvpr,timeSurface,0.25,10,0.33076923076923076
R0_FN0,R0_FS0,patch,cosplace,e2vid,0.25,10,0.2010989010989011
R0_FN0,R0_FS0,patch,netvlad,eventCount_noPolarity,0.5,10,0.11208791208791209
R0_FN0,R0_FS0,patch,netvlad,timeSurface,1.0,10,0.21208791208791208
R0_FN0,R0_FS0,time,netvlad,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.17912087912087912
R0_FN0,R0_FS0,patch,netvlad,eventCount,0.25,10,0.2032967032967033
R0_FN0,R0_FS0,time,cosplace,eventCount,"0.1,0.25,0.5,1.0",10,0.26043956043956046
R0_FN0,R0_FS0,patch,megaloc,timeSurface,0.1,10,0.3065934065934066
R0_FN0,R0_FS0,time,megaloc,e2vid,"0.1,0.25,0.5,1.0",10,0.36043956043956044
R0_FN0,R0_FS0,patch,mixvpr,eventCount_noPolarity,0.1,10,0.25934065934065936
R0_FN0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.1824175824175824
R0_FN0,R0_FS0,patch,netvlad,e2vid,0.1,10,0.2
R0_FN0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,1.0,10,0.22417582417582418
R0_FN0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.5,10,0.3098901098901099
R0_FN0,R0_FS0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.34395604395604396
R0_RA0,R0_RN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.5,10,0.2521459227467811
R0_FN0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.22637362637362637
R0_RA0,R0_RN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.25,10,0.22532188841201717
R0_RA0,R0_RN0,recon,mixvpr,"e2vid,eventCount,eventCount_noPolarity,timeSurface",1.0,10,0.22854077253218885
R0_RA0,R0_RN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.15343347639484978
R0_RA0,R0_RN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.1,10,0.2918454935622318
R0_RA0,R0_RN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.14163090128755365
R0_RA0,R0_RN0,patch,megaloc,timeSurface,1.0,10,0.20493562231759657
R0_RA0,R0_RN0,patch,megaloc,eventCount_noPolarity,0.5,10,0.21244635193133046
R0_FN0,R0_FS0,patch,megaloc,e2vid,1.0,10,0.14285714285714285
R0_RA0,R0_RN0,patch,mixvpr,eventCount,0.5,10,0.13948497854077252
R0_FN0,R0_FS0,patch,cosplace,eventCount,1.0,10,0.1978021978021978
R0_RA0,R0_RN0,patch,mixvpr,eventCount_noPolarity,1.0,10,0.09871244635193133
R0_RA0,R0_RN0,patch,cosplace,timeSurface,0.5,10,0.13948497854077252
R0_RA0,R0_RN0,patch,megaloc,eventCount,0.25,10,0.23819742489270387
R0_RA0,R0_RN0,patch,netvlad,e2vid,1.0,10,0.0890557939914163
R0_FN0,R0_FS0,patch,mixvpr,timeSurface,0.5,10,0.31758241758241756
R0_RA0,R0_RN0,patch,mixvpr,e2vid,0.25,10,0.21781115879828325
R0_FN0,R0_FS0,patch,netvlad,eventCount_noPolarity,1.0,10,0.11098901098901098
R0_FN0,R0_FS0,patch,cosplace,e2vid,0.5,10,0.14725274725274726
R0_FN0,R0_FS0,patch,netvlad,eventCount,0.5,10,0.17692307692307693
R0_RA0,R0_RN0,time,mixvpr,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.19957081545064378
R0_FN0,R0_FS0,patch,mixvpr,eventCount,0.1,10,0.2703296703296703
R0_FN0,R0_FS0,patch,megaloc,eventCount_noPolarity,0.1,10,0.3065934065934066
R0_FN0,R0_FS0,time,netvlad,timeSurface,"0.1,0.25,0.5,1.0",10,0.22197802197802197
R0_RA0,R0_RN0,patch,cosplace,eventCount_noPolarity,0.25,10,0.14163090128755365
R0_FN0,R0_FS0,patch,cosplace,timeSurface,0.1,10,0.23956043956043957
R0_RA0,R0_RN0,patch,megaloc,e2vid,0.1,10,0.12875536480686695
R0_FN0,R0_FS0,patch,mixvpr,eventCount_noPolarity,0.25,10,0.22087912087912087
R0_FN0,R0_FS0,patch,megaloc,timeSurface,0.25,10,0.321978021978022
R0_RA0,R0_RN0,time,netvlad,e2vid,"0.1,0.25,0.5,1.0",10,0.11587982832618025
R0_RA0,R0_RN0,time,megaloc,timeSurface,"0.1,0.25,0.5,1.0",10,0.22424892703862662
R0_FN0,R0_FS0,time,cosplace,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.14395604395604394
R0_FN0,R0_FS0,time,mixvpr,e2vid,"0.1,0.25,0.5,1.0",10,0.22197802197802197
R0_FN0,R0_FS0,time,megaloc,eventCount,"0.1,0.25,0.5,1.0",10,0.38351648351648354
R0_FN0,R0_FS0,patch,netvlad,e2vid,0.25,10,0.14945054945054945
R0_RA0,R0_RN0,patch,cosplace,eventCount,0.1,10,0.15450643776824036
R0_FA0,R0_FN0,patch,megaloc,eventCount_noPolarity,0.5,10,0.2744656917885264
R0_FA0,R0_FN0,patch,netvlad,e2vid,1.0,10,0.12935883014623173
R0_FN0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,1.0,10,0.3021978021978022
R0_FA0,R0_FN0,patch,cosplace,timeSurface,0.5,10,0.22272215973003376
R0_FA0,R0_FN0,patch,megaloc,timeSurface,1.0,10,0.32395950506186727
R0_FA0,R0_FN0,patch,cosplace,eventCount_noPolarity,0.25,10,0.19797525309336333
R0_FA0,R0_FN0,patch,netvlad,timeSurface,0.25,10,0.24634420697412823
R0_FN0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.2164835164835165
R0_FN0,R0_FS0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.25274725274725274
R0_FA0,R0_FN0,patch,netvlad,eventCount_noPolarity,0.1,10,0.2373453318335208
R0_FN0,R0_FS0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,0.1,10,0.3659340659340659
R0_RA0,R0_RN0,vpr,"mixvpr,megaloc,cosplace,netvlad",e2vid,0.1,10,0.2113733905579399
R0_RA0,R0_RN0,vpr,"mixvpr,megaloc,cosplace,netvlad",timeSurface,1.0,10,0.2607296137339056
R0_RA0,R0_RN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount_noPolarity,0.5,10,0.18025751072961374
R0_FN0,R0_FS0,patch,mixvpr,timeSurface,1.0,10,0.289010989010989
R0_RA0,R0_RN0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.157725321888412
R0_FN0,R0_FS0,patch,netvlad,eventCount,1.0,10,0.14175824175824175
R0_FN0,R0_FS0,patch,cosplace,e2vid,1.0,10,0.16043956043956045
R0_RA0,R0_RN0,patch,netvlad,eventCount_noPolarity,0.1,10,0.13090128755364808
R0_FN0,R0_FS0,patch,megaloc,eventCount_noPolarity,0.25,10,0.3131868131868132
R0_FN0,R0_FS0,patch,mixvpr,eventCount,0.25,10,0.24175824175824176
R0_RA0,R0_RN0,vpr,"mixvpr,megaloc,cosplace,netvlad",eventCount,0.25,10,0.25643776824034337
R0_FN0,R0_FS0,patch,mixvpr,eventCount_noPolarity,0.5,10,0.18681318681318682
R0_RA0,R0_RN0,recon,megaloc,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.1,10,0.3090128755364807
R0_FN0,R0_FS0,patch,megaloc,timeSurface,0.5,10,0.3120879120879121
R0_RA0,R0_RN0,recon,cosplace,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.25,10,0.194206008583691
R0_RA0,R0_RN0,patch,mixvpr,eventCount,1.0,10,0.12017167381974249
R0_FN0,R0_FS0,patch,cosplace,timeSurface,0.25,10,0.26593406593406593
R0_FN0,R0_FS0,patch,netvlad,e2vid,0.5,10,0.12527472527472527
R0_RA0,R0_RN0,patch,megaloc,eventCount_noPolarity,1.0,10,0.14163090128755365
R0_FN0,R0_FS0,patch,mixvpr,e2vid,0.1,10,0.23296703296703297
R0_RA0,R0_RN0,patch,cosplace,timeSurface,1.0,10,0.12660944206008584
R0_RA0,R0_RN0,patch,megaloc,eventCount,0.5,10,0.2296137339055794
R0_RA0,R0_RN0,patch,mixvpr,e2vid,0.5,10,0.1963519313304721
R0_FN0,R0_FS0,time,cosplace,timeSurface,"0.1,0.25,0.5,1.0",10,0.23406593406593407
R0_FN0,R0_FS0,time,megaloc,eventCount_noPolarity,"0.1,0.25,0.5,1.0",10,0.3813186813186813
R0_FN0,R0_FS0,time,mixvpr,eventCount,"0.1,0.25,0.5,1.0",10,0.31868131868131866
R0_RA0,R0_RN0,patch,cosplace,eventCount_noPolarity,0.5,10,0.12124463519313304
R0_RA0,R0_RN0,patch,mixvpr,timeSurface,0.1,10,0.23390557939914164
R0_FN0,R0_FS0,patch,cosplace,eventCount_noPolarity,0.1,10,0.17582417582417584
R0_FN0,R0_FS0,patch,megaloc,eventCount,0.1,10,0.367032967032967
R0_FA0,R0_FN0,patch,megaloc,eventCount_noPolarity,1.0,10,0.22384701912260968
R0_FA0,R0_FN0,patch,cosplace,timeSurface,1.0,10,0.21147356580427445
R0_RA0,R0_RN0,patch,megaloc,e2vid,0.25,10,0.1351931330472103
R0_RA0,R0_RN0,time,mixvpr,timeSurface,"0.1,0.25,0.5,1.0",10,0.2703862660944206
R0_RA0,R0_RN0,patch,netvlad,eventCount,0.1,10,0.18562231759656653
R0_FA0,R0_FN0,patch,netvlad,timeSurface,0.5,10,0.281214848143982
R0_FN0,R0_FS0,recon,netvlad,"e2vid,eventCount,eventCount_noPolarity,timeSurface",0.5,10,0.17472527472527472
R0_RA0,R0_RN0,patch,cosplace,eventCount,0.25,10,0.157725321888412
R0_FN0,R0_FS0,patch,netvlad,timeSurface,0.1,10,0.22967032967032966
