ref_seq,qry_seq,reconstruction_name,vpr_method,seq_len,bin_type,binning_strategy,events_per_bin,time_res,positive_dist_thresh,patch_or_frame,seq_match_type,num_qry_frames,num_ref_frames,recall_at_1,auc,runtime
R0_FN0,R0_FS0,eventCount,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.3351,,1524.00
R0_RS0,R0_RN0,e2vid,netvlad,1,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.0361,,184.96
R0_RA0,R0_RN0,e2vid,mixvpr,1,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.0363,,296.99
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.5160,,1133.91
R0_FA0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.6682,,1111.28
R0_RA0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0396,,862.16
R0_RS0,R0_RN0,e2vid,mixvpr,1,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.0690,,244.01
R0_RS0,R0_RN0,eventCount_noPolarity,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0824,,798.03
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0379,,1079.69
R0_FA0,R0_FN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0545,,1079.27
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.1855,,1827.74
R0_RA0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.1129,,2269.38
R0_FA0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.6400,,832.15
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.1620,,1037.44
R0_FN0,R0_FS0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.2070,,1052.03
R0_FA0,R0_FN0,timeSurface,netvlad,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0613,,819.62
R0_RS0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.2280,,1648.72
R0_FN0,R0_FS0,timeSurface,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.1915,,736.79
R0_RA0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0138,,1224.67
R0_RA0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0366,,1190.59
R0_RS0,R0_RN0,eventCount,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.1671,,2041.97
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.7970,,1634.05
R0_FA0,R0_FS0,e2vid,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.6382,,548.57
R0_RA0,R0_RN0,timeSurface,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0319,,669.97
R0_RS0,R0_RN0,eventCount_noPolarity,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0747,,759.26
R0_FA0,R0_FS0,e2vid,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.7412,,800.25
R0_FA0,R0_FS0,timeSurface,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.6202,,837.74
R0_FA0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.7562,,812.98
R0_RS0,R0_RN0,eventCount_noPolarity,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0696,,831.83
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.2224,,941.90
R0_FA0,R0_FS0,e2vid,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.6821,,1093.25
R0_FA0,R0_FN0,e2vid,netvlad,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0436,,555.68
R0_RS0,R0_RN0,timeSurface,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.1042,,607.06
R0_FA0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.7998,,1337.37
R0_FA0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.6454,,1368.53
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.7379,,1371.11
R0_FA0,R0_FN0,e2vid,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0566,,839.73
R0_FN0,R0_FS0,e2vid,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.1821,,541.13
R0_FA0,R0_FN0,timeSurface,cosplace,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0436,,822.85
R0_FA0,R0_FN0,timeSurface,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0927,,805.30
R0_FA0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.8048,,1673.93
R0_FA0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.7795,,1679.84
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.3293,,863.18
R0_FA0,R0_FN0,e2vid,cosplace,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0201,,1087.93
R0_RA0,R0_RN0,e2vid,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0255,,638.37
R0_FN0,R0_FS0,e2vid,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.1671,,814.59
R0_FN0,R0_FS0,timeSurface,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.2107,,831.70
R0_FN0,R0_FS0,timeSurface,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.2485,,814.22
R0_FA0,R0_FN0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.1185,,1324.23
R0_FA0,R0_FN0,e2vid,megaloc,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0277,,1309.78
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,patch,modified,17794,20953,0.0837,,1316.13
R0_RA0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.1481,,1028.40
R0_RS0,R0_RN0,e2vid,netvlad,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0488,,572.03
R0_FN0,R0_FS0,e2vid,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.1554,,1057.76
R0_RA0,R0_RN0,e2vid,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0454,,889.79
R0_FA0,R0_FN0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.1877,,1618.24
R0_FA0,R0_FN0,e2vid,megaloc,1,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0609,,1624.85
R0_RA0,R0_RN0,timeSurface,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0134,,892.00
R0_RA0,R0_RN0,timeSurface,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0606,,910.93
R0_RS0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.2157,,902.28
R0_FN0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.3226,,1306.33
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.2700,,1286.35
R0_FN0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18213,17794,0.2143,,1315.05
R0_RS0,R0_RN0,e2vid,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0949,,871.72
R0_RS0,R0_RN0,timeSurface,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0680,,901.03
R0_RS0,R0_RN0,timeSurface,mixvpr,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.1206,,882.24
R0_RA0,R0_RN0,e2vid,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0102,,1184.99
R0_FN0,R0_FS0,e2vid,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.2060,,1482.93
R0_FN0,R0_FS0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.3207,,1486.73
R0_RA0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0515,,1477.33
R0_RA0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0849,,1510.03
R0_RA0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,25753,0.0158,,1532.25
R0_RS0,R0_RN0,e2vid,cosplace,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0459,,1109.26
R0_RA0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.1484,,1835.96
R0_RA0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.0578,,1840.17
R0_RS0,R0_RN0,eventCount_noPolarity,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.1298,,1399.02
R0_RS0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.1524,,1420.45
R0_RS0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.05,25,patch,modified,18655,20536,0.0559,,1409.12
R0_RS0,R0_RN0,timeSurface,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.1931,,1619.19
R0_RS0,R0_RN0,e2vid,megaloc,1,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.0935,,1619.85
R0_FA0,R0_FS0,e2vid,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1782,,878.97
R0_FA0,R0_FS0,eventCount,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1747,,878.84
R0_FA0,R0_FS0,timeSurface,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1776,,927.56
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1615,,1135.17
R0_FA0,R0_FN0,e2vid,megaloc,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0206,,862.15
R0_FA0,R0_FN0,eventCount,megaloc,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0338,,862.09
R0_FA0,R0_FS0,timeSurface,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.2659,,896.09
R0_FA0,R0_FS0,e2vid,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.2276,,900.18
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.2641,,882.11
R0_FA0,R0_FN0,timeSurface,megaloc,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0284,,864.70
R0_FA0,R0_FS0,e2vid,megaloc,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.3659,,5477.72
R0_FA0,R0_FS0,eventCount,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.2558,,1132.69
R0_FA0,R0_FN0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0300,,1110.01
R0_FA0,R0_FS0,timeSurface,netvlad,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1921,,892.41
R0_FA0,R0_FS0,eventCount_noPolarity,netvlad,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1437,,896.99
R0_FA0,R0_FS0,eventCount,netvlad,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1832,,899.21
R0_FN0,R0_FS0,e2vid,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0155,,751.01
R0_FN0,R0_FS0,eventCount,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0309,,748.44
R0_FA0,R0_FS0,e2vid,netvlad,10,timebin,fixed,,0.05,25,frame,modified,18213,20953,0.1513,,1162.38
R0_FN0,R0_FS0,timeSurface,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0244,,759.30
R0_FA0,R0_FN0,eventCount_noPolarity,cosplace,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0261,,858.62
R0_FA0,R0_FN0,timeSurface,cosplace,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0273,,872.74
R0_FA0,R0_FN0,e2vid,cosplace,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0152,,882.13
R0_FA0,R0_FN0,eventCount,cosplace,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0350,,1115.02
R0_FA0,R0_FN0,timeSurface,netvlad,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0246,,857.88
R0_FA0,R0_FS0,timeSurface,cosplace,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.4912,,6687.31
R0_FA0,R0_FN0,eventCount_noPolarity,netvlad,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0232,,873.98
R0_FA0,R0_FN0,eventCount,netvlad,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0280,,874.58
R0_FA0,R0_FS0,eventCount,cosplace,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.4653,,6753.61
R0_FA0,R0_FS0,eventCount_noPolarity,cosplace,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.4218,,6760.45
R0_FN0,R0_FS0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0248,,979.69
R0_FA0,R0_FS0,eventCount_noPolarity,megaloc,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.4435,,6981.08
R0_FN0,R0_FS0,eventCount_noPolarity,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0617,,747.18
R0_FA0,R0_FS0,timeSurface,megaloc,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.4726,,7057.54
R0_FA0,R0_FS0,eventCount,megaloc,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.4700,,7068.37
R0_FA0,R0_FS0,e2vid,cosplace,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.5213,,7024.33
R0_FN0,R0_FS0,e2vid,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0657,,754.51
R0_FN0,R0_FS0,timeSurface,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0610,,766.93
R0_RA0,R0_RN0,e2vid,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.0173,,1104.84
R0_RA0,R0_RN0,eventCount,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.0239,,1097.80
R0_FA0,R0_FS0,e2vid,netvlad,10,timebin,fixed,,0.05,25,patch,modified,18213,20953,0.4660,,5517.41
R0_RA0,R0_RN0,timeSurface,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.0165,,1107.09
R0_FA0,R0_FN0,e2vid,netvlad,10,timebin,fixed,,0.05,25,frame,modified,17794,20953,0.0212,,1136.65
R0_FN0,R0_FS0,timeSurface,netvlad,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0228,,755.71
R0_FN0,R0_FS0,eventCount_noPolarity,netvlad,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0171,,756.41
R0_FN0,R0_FS0,eventCount,netvlad,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0253,,761.93
R0_FN0,R0_FS0,eventCount,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18213,17794,0.0691,,971.57
R0_RA0,R0_RN0,eventCount_noPolarity,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.0191,,1102.23
R0_RS0,R0_RN0,eventCount,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.0284,,884.10
R0_RS0,R0_RN0,e2vid,megaloc,10,timebin,fixed,,0.05,25,frame,modified,18655,20536,0.0294,,887.01
R0_RA0,R0_RN0,e2vid,cosplace,10,timebin,fixed,,0.05,25,frame,modified,18655,25753,0.0147,,1111.57
